,Label,Array_Index,Indentation_Number,PEAK_HARDNESS_AVERAGE,VALLEY_HARDNESS_AVERAGE,STRAIN_RATE_SENSITIVITY,ACTIVATION_VOLUME,Area Mean,equivalent_diameter Mean,Aspect Ratio Mean,OrientMax0,OrientMax1,OrientMax2,OrientMax3,OrientMode0,OrientMode1,OrientMode2,OrientMode3,R_Max,G_Max,B_Max,R_Mode,G_Mode,B_Mode
237,Carl,15,14,2.848968497149924,2.781160361855061,0.0052308079837817,87.82304988092736,2.14768278745303,1.4867962460106263,2.0401447148423624,0.6589493481243212,-0.5266160089950269,-0.3916071155912876,-0.3675665962719598,0.7254734110258385,-0.6496743076188997,0.09130576947745822,0.20802615310236278,1.0,0.03578774086779468,0.2662864842430753,1.0,0.0050204612514075375,0.2703653747874819
239,Carl,15,16,2.647630711829731,2.549287177604422,0.0082193242907442,60.554232621841486,3.1419117066584623,1.7692052181081692,2.4446125713799858,0.30718004528917914,-0.43473314034329175,-0.47271984810181517,0.7022702198399092,0.3209453315649343,-0.3679527987413951,-0.40155001725871503,0.7748305722443937,1.0,0.811119994195627,0.8005512217109227,0.7250535714155282,0.07785910009160624,1.0
241,Nicolo,1,2,2.701821161794598,2.593354205451585,0.017794761315462,27.45129691618288,0.8949507104932285,1.0423813154742685,1.510501356606456,0.09901635656804608,0.6904488435770233,0.3070601133632868,-0.647449026809421,0.11161889704894967,0.6998164213636983,0.31157834524108374,-0.6330222215594892,0.7477819795742306,1.0,0.6554527108056623,0.7075153160182244,1.0,0.7686998867237934
242,Nicolo,1,3,2.882900511207472,2.792395722862901,0.0138526910377395,32.89945956042124,0.853998400296045,1.018593620304761,1.646780623953232,0.18694662176530252,-0.6231871357495505,0.7162179709075434,0.2524293417887346,0.1865069975186435,-0.6221562964033077,0.7157089477359955,0.25670485942602306,0.4393802552162863,1.0,0.21520529846575842,0.4294793338016787,1.0,0.24089158393296928
244,Nicolo,1,5,2.878403672336437,2.7966849382194447,0.0125081565951923,36.43667093403434,0.8688395639853818,1.0227139657112263,1.6275693156329272,0.04406527795724435,-0.59047968550909,-0.556600754421329,0.5827414456319753,0.0461170993770308,-0.5868401934329788,-0.5568905498920033,0.5859733065230662,0.3721363240273128,0.7830483108992615,1.0,0.3723766438854428,0.8107705696829302,1.0
245,Nicolo,1,6,3.1117079886206707,3.09003398278258,0.0030355791977004,137.37924804531823,0.7847722429629097,0.979518937555415,1.5797244277867826,0.20717165926481293,-0.20207860612559878,-0.2386004518202209,0.926991890436473,0.13620986248220304,-0.49432562005960196,-0.5996649287406841,0.6144029849811113,0.6663891979971424,0.4318265474764482,1.0,0.44810314657890093,1.0,0.8256698916525588
246,Nicolo,1,7,2.87036673563195,2.785027365422305,0.0131079215333442,34.89079678994588,0.7505034576475067,0.9549392831433944,1.6016448965730952,0.16212510771455924,-0.46288623649076954,-0.6345157107602277,0.597362196924443,0.15242168906339104,-0.47190464475051763,-0.6377425254866953,0.5893709410479978,0.4006073367211067,1.0,0.9139444002776875,0.3791170187892354,0.9946023636260136,1.0
249,Nicolo,2,2,2.7423221568765563,2.657441041400653,0.013654834658765,35.07916463482379,0.9778493693616844,1.0902677084998191,1.5383617453265492,0.7822074718841646,0.49953577058300663,-0.06981697323141765,0.365706268862634,0.8515237283461048,0.36268718550614376,-0.34417728784687696,-0.15782059454820638,0.8958953959103639,0.8865615194252483,1.0,0.25458639996450294,0.03365483253371049,1.0
253,Nicolo,2,6,2.894787319125722,2.816161766923967,0.0119590634141905,37.87011398694189,0.8046113133718378,0.9937097009353764,1.5312602313401649,0.13806504703123748,-0.4494237433369815,-0.6328354136384049,0.6152037718986664,0.1680895237125136,-0.4141467713240708,-0.6377301030388665,0.6273186427151555,0.19412298433422404,1.0,0.752680926698306,0.19373951186292304,1.0,0.5691055824851157
256,Nicolo,3,2,2.9646287163678062,2.873348776724677,0.0135819656980476,32.620076610566,0.8770714626760727,1.027216858018391,1.5620454963924966,0.08335150260915955,0.6816017717786788,0.5839451271819142,-0.43298919173746053,0.1251243790230711,0.6027378705387917,0.5239520372389656,-0.5886639209817358,0.021338362830128244,0.2541331215259308,1.0,0.502464732715673,0.902621783536196,1.0
258,Nicolo,3,4,2.931995800869786,2.8431284769301017,0.0133668587004571,33.50566318602789,0.8660220324316936,1.0305560475653122,1.5546902454388778,0.24203907977153735,-0.34707597791976824,-0.6080212077526437,0.6717630239432657,0.23810547489156372,-0.3306393659505246,-0.5964892059474107,0.6915085102142458,0.22180053112714948,1.0,0.09017423532632574,0.19476475499792767,1.0,0.2727077441486906
266,Nicolo,4,6,2.77736336444162,2.704673930075946,0.0115177875768407,40.96274307470495,1.063221173737876,1.1274212452486851,1.895017285846258,0.042776854276022805,0.9050125163822401,0.3387789652641341,-0.25367557750854947,0.12544265782647568,0.679438000120759,0.25403145890494655,-0.6768280146949872,1.0,0.6841287996722738,0.9655648633393485,0.742626932715582,1.0,0.24142264013891213
271,Nicolo,5,5,2.532868738521747,2.4295583750301133,0.0180853455007386,28.82149015386853,0.7078868410936741,0.9394209299647605,1.3897048900869695,0.6689902208538527,0.6534210917276587,0.02138355652312937,0.3536038811972657,0.6763770970748589,0.6412218113757353,0.04483859701814807,0.359636081874514,0.9082056344884957,1.0,0.6718397067662951,0.8232959783676768,1.0,0.8024126101263436
276,Nicolo,6,3,2.488061123452604,2.400809992592916,0.0155032553018499,34.12630409289525,1.304058183183502,1.2537256010791011,1.7249819084601243,0.7082245146170172,0.15519064664549023,-0.20812012813822955,0.6565210677144886,0.6948288910247249,0.15576118962056457,-0.20670208009540494,0.6709884604742249,0.8581002137168456,1.0,0.420346043608518,0.8447175902158303,1.0,0.3610910039092432
280,Nicolo,6,7,2.752112244831364,2.678092256962404,0.0118406087737599,40.2264132957971,0.8445671142181271,1.0118797136944713,1.6639144357089577,0.4302511658759758,-0.2084951695838219,-0.6814374741022645,-0.5541269416042705,0.43290949859499517,-0.17979081611467068,-0.6709884604742247,-0.5744903083407765,1.0,0.724832726175823,0.07189623507621867,1.0,0.7697879208833753,0.1603860201323255
281,Nicolo,6,8,2.8469081116727084,2.7378893787694203,0.0169575528625508,27.312357655157577,1.0578650613683154,1.1275202251371768,1.7678231865337255,0.3043199587246216,0.285230724002643,-0.9086290183842762,0.020642280804201135,0.3080643981104977,0.2701146443084802,-0.9118917567987864,0.024245193943194968,0.727628896667472,1.0,0.909990481320639,0.6941380654418943,1.0,0.899310613613868
284,Nicolo,7,2,2.849457659541792,2.773299489270219,0.0117654364455826,39.09703467860388,1.1423197063144617,1.1827190672509449,1.4697417514008757,0.3438606195189513,-0.3876593943338547,-0.7287459084659013,0.44767116192911094,0.34087178258838285,-0.38690380970515764,-0.7276602344558107,0.4523521339204316,0.8380720581715841,0.08742206588542478,1.0,0.8295151201928541,0.13648027586140965,1.0
285,Nicolo,7,3,2.737964336183779,2.639793837441541,0.0158577761850569,30.33048280608989,1.6292398722754178,1.3970634121060628,1.6377620403052149,0.3822544641875221,0.7283132130175966,0.3696771818907561,-0.43218071398664265,0.4056681650922199,0.71624170732352,0.3649433778706738,-0.4350258468980241,1.0,0.04792107831622827,0.9904848418319968,1.0,0.13081809542392464,0.8373995549720812
287,Nicolo,8,2,2.5837271182160646,2.505309103349852,0.0133853270208605,37.97033920390184,0.8891435559733712,1.0499159254947883,1.4108384782377843,0.7164694034221172,0.11460735064884466,-0.18222317616128308,0.6635747608272201,0.7198009200677423,0.11308938763033284,-0.1845451080009203,0.659576022144496,1.0,0.823839362040425,0.5017097725972466,1.0,0.8214307350594939,0.5360858533432165
288,Nicolo,8,3,2.707187822513782,2.57305197417783,0.0220698290186249,22.19808247463574,1.230362787291532,1.222817667226724,1.452456543958277,0.1455964867413837,0.47863761884986245,0.6445480801221948,-0.578156955576159,0.1608280694866516,0.47504659968490953,0.641988633884047,-0.5799272835077665,1.0,0.2893751269174034,0.9148383537066503,1.0,0.25953232713011953,0.8352195537757374
290,Nicolo,9,2,2.535084562853716,2.480440240841089,0.0094636822716733,54.48980817217726,0.7697059900444483,0.980675350679866,1.3544228201274409,0.8616330219383812,0.15918874857804163,-0.06170670550152309,0.4779537219518627,0.8626248239722963,0.1540852142717535,-0.05914777208965195,0.478160747935695,1.0,0.6487675757859167,0.20988557425169074,1.0,0.6209969125818608,0.20728720267715706
291,Nicolo,9,3,2.5285370669035125,2.465342930518554,0.0109919861136719,47.11764088409022,0.8697324816040968,1.034948789445455,1.4790090888572212,0.663213183213246,0.6005505377845517,0.4341322386159699,-0.1049596330649346,0.6745071968886235,0.5879036905843676,0.4350258468980238,-0.10080577599219805,1.0,0.9724527098507328,0.45354451004304885,0.9360760532450462,1.0,0.32191193753621894
294,Nicolo,10,3,2.473922833043773,2.381975882527416,0.016448788985085,32.38344074975023,0.8312847767837264,1.0014484856250427,1.6619326034700046,0.5950194405389859,0.6048237516715823,-0.37042212083933207,0.3780575977116131,0.6709884604742248,0.47192937092440096,-0.542892638751116,0.17979081611467068,1.0,0.031166521845292672,0.02672209598902109,0.555371008349931,1.0,0.1607439800022612
