Label,Array_Index,Indentation_Number,PEAK_HARDNESS_AVERAGE,PEAK_HARDNESS_STD,VALLEY_HARDNESS_AVERAGE,VALLEY_HARDNESS_STD,STRAIN_RATE_SENSITIVITY,STRAIN_RATE_SENSITIVITY_STD,ACTIVATION_VOLUME,ACTIVATION_VOLUME_STD,Area Mean,Area Std,equivalent_diameter Mean,equivalent_diameter Std,orientation Mean 0,orientation Std 0,orientation Mean 1,orientation Std 1,Aspect Ratio Mean,Aspect Ratio Std,orientation Mean 2,orientation Std 2,Crystal Type,euler_angle_max,euler_angle_std,euler_angle_2nd_max,euler_angle_2nd_std,mode_euler_angle,prob_threshold
Carl,10,15,,,,,,,,,4.982110532454077,5.7059599714280544,2.1183941158252853,1.3622872370388326,33.40776321011587,2.1023776298180152,,,6.621673312020083,6.8800528243522034,,,Single Crystal,[244.91000596  89.30528141 355.25264748],[1.03475561 0.77555842 0.99396597],[155.56624184   0.           0.        ],[1.05078641 0.         0.        ],[244  90 356],0.05
Carl,10,16,,,,,,,,,5.338604206797543,5.820113247596071,2.2128739003517963,1.378590254907511,-55.52435553671742,9.114794511623098,,,5.115388859017592,5.234730367946452,,,Single Crystal,[247.55837588  87.4173511  357.22979162],[0.99636772 1.50292456 0.6004324 ],[0. 0. 0.],[0. 0. 0.],[247  88 357],0.05
Carl,11,1,,,,,,,,,2.518470902231172,2.5305697337886897,1.5911817839477485,0.8214361054996498,-65.1792919139132,10.609926552372835,,,2.7791360181763376,2.0319152711599155,,,Double Crystal,[151.98185368  69.17627139 158.59214941],[1.1207124  1.18018459 1.5367751 ],[0. 0. 0.],[0. 0. 0.],[148  65 158],0.05
Carl,11,2,,,2.646874881115812,0.03524944764699,,,,,2.8745317623372064,3.1258818704041498,1.667741057685413,0.9373405341258484,66.41295317252234,10.248279252755909,-67.67928911509604,10.593353951692375,3.1497197559787087,2.916753624920308,,,Double Crystal,[151.54104001  62.80410981 161.47589326],[11.4658443  4.6712699 11.8905052],[0. 0. 0.],[0. 0. 0.],[153  63 159],0.08
Carl,11,3,2.4443329441857404,0.0107036852565109,2.339283532584623,0.0265052019004461,0.0095387487618222,0.0098967362103902,56.68872540615029,15.425499638820718,5.108606973031701,5.856742984265197,2.1547212112722907,1.3644254901851671,76.09643121220358,6.904559997032726,,,4.536002767637325,4.40015564854239,,,Polycrystal,[105.83942674  95.80531571 349.69064823],[1.10713513 0.38271766 0.48145334],[  0.           0.         173.53645288],[0.         0.         0.72934392],[105  10 349],0.03
Carl,11,4,2.556678268804514,0.0124626243823782,2.4377787433927383,0.0213241614216537,0.0103408971126025,0.0105670496395853,50.08529031305629,10.404186181824686,5.666753584954778,6.154343459414818,2.3224158473149563,1.3496367610488849,60.89065922713984,6.703684272149498,72.40228318012298,8.639000031253806,4.287680982615026,3.5676283355696605,,,Double Crystal,[322.3648858  150.74800339 223.0065571 ],[2.1019039  2.37024622 1.77525146],[ 0.          0.         40.82463376],[0.         0.         1.54957969],[324 150 222],0.05
Carl,11,5,,,2.7778919988654662,0.0387698157518346,,,,,3.2083239596767776,3.446044668164548,1.7865846595320043,0.9450292017216648,23.63044290364856,26.255088411710283,-58.40844248279053,12.014116486699328,3.208506548237517,3.032332981476006,,,Double Crystal,[ 54.28214899  88.56581921 169.28409047],[0.99392794 1.21454514 0.7241237 ],[128.56973104 116.49216603 245.76570553],[0.89483274 1.81879619 2.90832224],[ 54  88 246],0.05
Carl,11,6,,,2.4604271561458706,0.0248223537245092,,,,,5.635557698561515,6.3826254339109,2.271275829069425,1.4201130330822973,-83.00988887903249,3.2083985419814085,,,5.673244793244187,4.738505630799987,,,Double Crystal,[216.78851688  83.92107525 170.74270494],[0.76215238 0.36918101 1.88974101],[127.28746725 101.00023952 249.82553407],[0.81848344 1.63330187 0.60229132],[216 100 249],0.05
Carl,11,7,,,2.5256701483394983,0.02873904106506,,,,,6.9159677766008,7.429975450261137,2.507237391605801,1.587275755946645,-86.8187370298984,2.384737860112081,85.08311461939523,2.975043683534731,5.023543572509371,4.642467385396534,,,Single Crystal,[120.60287751  83.9793379  174.00352664],[0.89686436 1.09978749 1.34864316],[  0.          0.        353.4423286],[0.         0.         1.14437332],[124  85 174],0.05
Carl,11,8,2.876318755353591,0.0054010925720458,2.821633650834949,0.0388932673140097,0.0041681935295884,0.0051477211532636,108.89834262460424,78.1941780589116,5.641871693364951,6.515209990886538,2.253815005806274,1.4504385770919963,-58.02180427730016,5.374848606839023,-63.84648153161064,13.688391257396306,4.171473209973681,3.557742233822361,,,Single Crystal,[333.83766807  27.14126142 251.18302005],[0.9616583  1.97144645 1.77479329],[ 57.7454726  107.31760342   0.        ],[1.10979469 2.03439458 0.        ],[333  27 250],0.05
Carl,11,9,,,2.6946321270787887,0.0325770139420307,,,,,0.99246282388538,0.5769027700248486,1.077864078989672,0.3191425093498848,-69.79240036129364,11.501845040473436,-44.30875570329288,13.260987003354206,1.6537719424778057,0.5651067376279927,2.476026540216351,21.777923274277352,Single Crystal,[341.74447275  67.94066928 231.38516818],[1.12794155 0.53706887 1.09771298],[ 55.27331012   0.         246.59894516],[0.81368009 0.         0.95131232],[341  65 232],0.05
Carl,11,10,2.8052917148552274,0.0033393767048945,2.733648414276922,0.0332672606782686,0.0056176858213041,0.0062135704200669,83.12176016827375,38.79120368835802,1.1172056702522928,0.6606336623192498,1.1426524340067172,0.3417833436931888,-65.03706929884272,14.366026786375924,17.481649636056265,18.058270689182294,1.6523421222378365,0.6009156611080348,,,Single Crystal,[339.43300344  66.00131601 235.95138684],[1.36649877 1.95927881 1.77056405],[0. 0. 0.],[0. 0. 0.],[339  66 236],0.05
Carl,11,11,,,2.6223271951455067,0.030551970086156,,,,,1.4255456947942131,1.233969172548972,1.2483838324349104,0.5065559775129308,29.635019345571408,14.762121100345007,,,1.7498235742670882,0.7690268243322128,,,Double Crystal,[342.25276223  65.37313511 239.22234703],[1.75781505 1.97299736 1.50905085],[59.3906894  0.         0.       ],[0.98373708 0.         0.        ],[341  65 238],0.05
Carl,11,12,,,2.3421896604399706,0.0143011633961054,,,,,5.923632617420536,6.580766407531787,2.3223862591238484,1.4658531169307585,71.30892677007,6.68681453685323,29.35960723153481,9.42073361605783,4.922912846356789,5.004864209906272,,,Polycrystal,[196.04589054  89.6417036  195.31099482],[0.31595565 0.37783387 0.27252798],[  0.           0.         333.82771579],[0.         0.         0.42064725],[197  88  37],0.03
Carl,11,13,2.6539555738091347,0.0130482133554427,2.5396178992077085,0.0290859888588672,0.0095626346750608,0.0099382476265613,52.08359597212869,14.521518006858445,2.602899342450054,2.380310040300466,1.656211304625298,0.755697352254148,-58.16513758366332,15.445076959515855,35.977631195075205,10.312289158567763,2.2775535556159,1.2761735723899814,,,Single Crystal,[164.10543722  65.71095962  63.65977644],[1.6986436 2.9726263 1.6986436],[0. 0. 0.],[0. 0. 0.],[164  64  61],0.08
Carl,11,14,,,2.282628428925297,0.0119428129680999,,,,,5.207405997187081,5.639221976588144,2.214871934643367,1.313246950972582,48.17888116972624,10.645882004412735,,,4.819670333508332,3.966481178046272,,,Single Crystal,[78.00808922 76.98687789 15.3157162 ],[0.54340366 1.40549434 1.02581513],[257.75411687   0.         164.69014782],[1.09436274 0.         1.23231094],[257  78  16],0.05
Carl,11,15,,,2.5960536555350924,0.0296090111343737,,,,,5.38258821365825,6.345572087531279,2.187248316783189,1.4384953831640162,-44.286565029585816,7.173620512390786,44.806420821367766,15.088126686088598,5.034175088453159,4.898904400629716,,,Single Crystal,[256.31536255  91.90500865 166.53313389],[1.35409812 1.29432492 1.20695774],[  0.           0.         346.48657227],[0.         0.         1.57710724],[256  90 165],0.05
