,r,g_true
1708,17.080000000000002,1.2555061120550983
1709,17.09,1.2783393388382112
1710,17.1,1.300993904364824
1711,17.11,1.3236642291049934
1712,17.12,1.3465451715293815
1713,17.13,1.3698299594729608
1714,17.14,1.3937073857157691
1715,17.150000000000002,1.4183583128610848
1716,17.16,1.4439515843502613
1717,17.17,1.47063948611742
1718,17.18,1.4985529440110175
1719,17.19,1.5277966731258548
1720,17.2,1.558444514561899
1721,17.21,1.5905352014716074
1722,17.22,1.6240687889302843
1723,17.23,1.6590039613015717
1724,17.240000000000002,1.6952563972903627
1725,17.25,1.732698328431169
1726,17.26,1.7711593736500035
1727,17.27,1.8104286735810713
1728,17.28,1.8502582866976742
1729,17.29,1.8903677483962766
1730,17.3,1.9304496373142146
1731,17.31,1.970175943529778
1732,17.32,2.0092049936752403
1733,17.330000000000002,2.047188660638984
1734,17.34,2.0837795720240817
1735,17.35,2.1186380326886955
1736,17.36,2.1514383925285823
1737,17.37,2.1818746203679757
1738,17.38,2.2096648868231887
1739,17.39,2.234555011025996
1740,17.400000000000002,2.256320685312163
1741,17.41,2.274768455159767
1742,17.42,2.289735495344666
1743,17.43,2.3010882839792615
1744,17.44,2.3087203304958606
1745,17.45,2.3125491587624
1746,17.46,2.312512779933674
1747,17.47,2.308565909564173
1748,17.48,2.3006761889202725
1749,17.490000000000002,2.288820661130707
1750,17.5,2.2729827294379126
1751,17.51,2.2531497887867067
1752,17.52,2.22931167545322
1753,17.53,2.2014600251094683
1754,17.54,2.1695885708067295
1755,17.55,2.1336943522666774
1756,17.56,2.0937797500740665
1757,17.57,2.0498552062071536
1758,17.580000000000002,2.001942448827275
1759,17.59,1.9500780068751082
1760,17.6,1.8943167806359935
1761,17.61,1.8347354291301419
1762,17.62,1.7714353442250133
1763,17.63,1.7045450041889647
1764,17.64,1.6342215346350542
1765,17.650000000000002,1.5606513503434938
1766,17.66,1.4840498045972985
1767,17.67,1.4046598302663158
1768,17.68,1.3227496155119849
1769,17.69,1.2386094131735097
1770,17.7,1.152547633286263
1771,17.71,1.0648864097575828
1772,17.72,0.9759568624759898
1773,17.73,0.8860942932074871
1774,17.740000000000002,0.7956335564571139
1775,17.75,0.7049048348015812
1776,17.76,0.614230022641384
1777,17.77,0.5239198843141856
1778,17.78,0.434272104237149
1779,17.79,0.3455702910085362
1780,17.8,0.2580839374660768
1781,17.81,0.17206927811469674
1782,17.82,0.08777092771382922
1783,17.830000000000002,0.005424133629894579
1784,17.84,-0.0747425670549452
1785,17.85,-0.15250452412713467
1786,17.86,-0.22763823831560615
1787,17.87,-0.2999189667886005
1788,17.88,-0.369118908691909
1789,17.89,-0.4350061792362533
1790,17.900000000000002,-0.4973447374595722
1791,17.91,-0.5558953784513061
1792,17.92,-0.6104178385089276
1793,17.93,-0.660673994880723
1794,17.94,-0.7064320742167811
1795,17.95,-0.7474717194780534
1796,17.96,-0.7835897075867979
1797,17.97,-0.8146060629424505
1798,17.98,-0.8403702779335476
1799,17.990000000000002,-0.8607673328972854
1800,18.0,-0.8757232059215514
1801,18.01,-0.8852095778355022
1802,18.02,-0.889247469125604
1803,18.03,-0.8879095918457018
1804,18.04,-0.8813212585083641
1805,18.05,-0.8696597583668099
1806,18.06,-0.8531521857756723
1807,18.07,-0.832071781445731
1808,18.080000000000002,-0.8067329212331532
1809,18.09,-0.7774849545697415
1810,18.1,-0.7447051520087532
1811,18.11,-0.7087910654237931
1812,18.12,-0.6701526326634532
1813,18.13,-0.6292043692976276
1814,18.14,-0.5863579828140904
1815,18.150000000000002,-0.5420157195562453
1816,18.16,-0.49656471314183226
1817,18.17,-0.45037254729356374
1818,18.18,-0.40378417897097524
1819,18.19,-0.3571202930768469
1820,18.2,-0.31067708191213256
1821,18.21,-0.2647273652665819
1822,18.22,-0.2195228948202908
1823,18.23,-0.17529762338403448
1824,18.240000000000002,-0.13227166891677616
1825,18.25,-0.09065566802717402
1826,18.26,-0.05065519574015534
1827,18.27,-0.012474928674172187
1828,18.28,0.02367775260670854
1829,18.29,0.05758999048668337
1830,18.3,0.08904172386868361
1831,18.31,0.1178051625602062
1832,18.32,0.1436455445856211
1833,18.330000000000002,0.1663231818311782
1834,18.34,0.18559672237074704
1835,18.35,0.20122748475468571
1836,18.36,0.2129846545944266
1837,18.37,0.22065108060876343
1838,18.38,0.22402936891890557
1839,18.39,0.22294795295876677
1840,18.400000000000002,0.2172668131182996
1841,18.41,0.20688253534772585
1842,18.42,0.191732430567633
1843,18.43,0.1717974850115906
1844,18.44,0.147103972844074
1845,18.45,0.11772363308395592
1846,18.46,0.0837723890221686
1847,18.47,0.045407665640950085
1848,18.48,0.0028244346456383074
1849,18.490000000000002,-0.043749816583371404
1850,18.5,-0.09406094028979192
1851,18.51,-0.14783451484777252
1852,18.52,-0.20478244483451508
1853,18.53,-0.26460945041174766
1854,18.54,-0.3270191334547865
1855,18.55,-0.39171933715974006
1856,18.56,-0.45842656102000184
1857,18.57,-0.5268692514539957
1858,18.580000000000002,-0.5967898565870277
1859,18.59,-0.6679456077739778
1860,18.6,-0.7401080660896191
1861,18.61,-0.8130615448107998
1862,18.62,-0.8866005846321974
1863,18.63,-0.9605267131640542
1864,18.64,-1.0346447609542633
1865,18.650000000000002,-1.1087590304722785
1866,18.66,-1.1826696207587437
1867,18.67,-1.2561691983950598
1868,18.68,-1.3290404757622667
1869,18.69,-1.4010546119527698
1870,18.7,-1.4719706928237155
1871,18.71,-1.5415363779775195
1872,18.72,-1.6094897279559528
1873,18.73,-1.675562149033091
1874,18.740000000000002,-1.7394823201913099
1875,18.75,-1.800980901512283
1876,18.76,-1.859795769254545
1877,18.77,-1.915677483625478
1878,18.78,-1.968394673159796
1879,18.79,-2.0177390161767867
1880,18.8,-2.063529515416416
1881,18.81,-2.1056157959530166
1882,18.82,-2.14388020708136
1883,18.830000000000002,-2.1782385733071536
1884,18.84,-2.2086395142651245
1885,18.85,-2.235062334114143
1886,18.86,-2.257513563109018
1887,18.87,-2.2760223128803685
1888,18.88,-2.290634677867266
1889,18.89,-2.3014074741487796
1890,18.900000000000002,-2.308401650069743
1891,18.91,-2.3116757278733164
1892,18.92,-2.311279640381903
1893,18.93,-2.3072493110790697
1894,18.94,-2.2996022903763524
1895,18.95,-2.288334707179679
1896,18.96,-2.2734197259300055
1897,18.97,-2.254807618809014
1898,18.98,-2.232427475193506
1899,18.990000000000002,-2.206190480578932
1900,19.0,-2.1759946101144245
1901,19.01,-2.1417305025279725
1902,19.02,-2.103288213107484
1903,19.03,-2.0605644934228375
1904,19.04,-2.0134702136277633
1905,19.05,-1.961937532411718
1906,19.06,-1.9059264307481167
1907,19.07,-1.8454302580436857
1908,19.080000000000002,-1.780479991459271
1909,19.09,-1.711146978242883
1910,19.1,-1.6375440131128527
1911,19.11,-1.5598246935047773
1912,19.12,-1.4781810897860899
1913,19.13,-1.392839860048586
1914,19.14,-1.3040570245799659
1915,19.150000000000002,-1.212111688721182
1916,19.16,-1.1172990603098694
1917,19.17,-1.0199231459504425
1918,19.18,-0.9202895266800928
1919,19.19,-0.8186986071761388
1920,19.2,-0.7154397037195074
1921,19.21,-0.6107862862172357
1922,19.22,-0.5049926214231907
1923,19.23,-0.3982919818662296
1924,19.240000000000002,-0.29089649253366967
1925,19.25,-0.18299859029128765
1926,19.26,-0.07477397487468596
1927,19.27,0.03361415942725467
1928,19.28,0.1420099003716559
1929,19.29,0.25025875353303295
1930,19.3,0.35820153019416523
1931,19.31,0.4656683999326652
1932,19.32,0.5724735163633502
1933,19.330000000000002,0.6784105966611483
1934,19.34,0.7832497853099529
1935,19.35,0.8867360626573018
1936,19.36,0.9885893731013743
1937,19.37,1.0885065508283964
1938,19.38,1.1861650183604948
1939,19.39,1.2812281305433288
1940,19.400000000000002,1.3733519398229008
1941,19.41,1.46219307327239
1942,19.42,1.5474173427739748
1943,19.43,1.6287086610950563
1944,19.44,1.7057778112606758
1945,19.45,1.778370616256837
1946,19.46,1.8462750809478534
1947,19.47,1.909327126978092
1948,19.48,1.9674146118116722
1949,19.490000000000002,2.020479411168537
1950,19.5,2.0685174451395043
1951,19.51,2.111576636641496
1952,19.52,2.1497529005877745
1953,19.53,2.183184367060919
1954,19.54,2.2120441359819534
1955,19.55,2.2365319389261273
1956,19.56,2.2568651413741243
1957,19.57,2.27326955246642
1958,19.580000000000002,2.2859705172343054
1959,19.59,2.2951847477490768
1960,19.6,2.301113305587479
1961,19.61,2.3039360808312295
1962,19.62,2.303808026199453
1963,19.63,2.300857303675458
1964,19.64,2.295185390810526
1965,19.650000000000002,2.2868690809845043
1966,19.66,2.275964202684049
1967,19.67,2.2625107835611353
1968,19.68,2.2465393013667923
1969,19.69,2.228077600672671
1970,19.7,2.2071580153148567
1971,19.71,2.1838242240822385
1972,19.72,2.158137382189045
1973,19.73,2.130181112820646
1974,19.740000000000002,2.100065009296042
1975,19.75,2.0679263855061363
1976,19.76,2.0339301154027267
1977,19.77,1.9982665156167567
1978,19.78,1.9611473423370165
1979,19.79,1.9228000876784113
1980,19.8,1.8834608653237597
1981,19.81,1.8433662641378539
1982,19.82,1.8027446164734822
1983,19.830000000000002,1.761807170911793
1984,19.84,1.7207396744922194
1985,19.85,1.679694855937883
1986,19.86,1.638786259456677
1987,19.87,1.5980838105063968
1988,19.88,1.5576114040832016
1989,19.89,1.5173466975800778
1990,19.900000000000002,1.477223170074321
1991,19.91,1.437134384770311
1992,19.92,1.3969402683210435
1993,19.93,1.3564751068986587
1994,19.94,1.3155568607450592
1995,19.95,1.273997322239283
1996,19.96,1.2316125918317518
1997,19.97,1.188233324640963
1998,19.98,1.1437142095800223
1999,19.990000000000002,1.0979421823414663
