,r,g_bcc,g_hcp
543,5.43,1.8106656914365231,3.812015406255339
544,5.44,1.9825072252207065,4.023560168583877
545,5.45,2.1547592279072174,4.2181834134009835
546,5.46,2.3267028032013464,4.393732447445301
547,5.47,2.4976029436961884,4.548226778486614
548,5.48,2.6667129918461963,4.679894371819178
549,5.49,2.8332797017700324,4.787205751542334
550,5.5,2.996548807149074,4.868905178830032
551,5.51,3.1557709734807338,4.924038151115724
552,5.5200000000000005,3.310207991518694,4.951974500023357
553,5.53,3.459139054054982,4.952426423176644
554,5.54,3.6018669510714,4.925460865984605
555,5.55,3.7377240190955985,4.87150577335749
556,5.5600000000000005,3.8660776892896007,4.791349856199729
557,5.57,3.986335494893221,4.686135660542825
558,5.58,4.097949421254433,4.557345884425775
559,5.59,4.200419509562072,4.406783054359949
560,5.6000000000000005,4.2932966570290025,4.236542844020617
561,5.61,4.376184589934517,4.048981486838706
562,5.62,4.448741019802266,3.8466778953900636
563,5.63,4.510678025246793,3.632391247948325
564,5.64,4.561761730955702,3.409014930699283
565,5.65,4.601811379375164,3.1795278279551535
566,5.66,4.630697908709997,2.946944028171012
567,5.67,4.6483421619654655,2.7142620576365886
568,5.68,4.654712855478088,2.4844147645999266
569,5.69,4.649824431664175,2.2602209537950104
570,5.7,4.633734909941562,2.044339815759875
571,5.71,4.6065438327370565,1.8392291091217405
572,5.72,4.568390381319889,1.6471079405818279
573,5.73,4.519451710326864,1.4699248510994876
574,5.74,4.459941521898787,1.3093317630453065
575,5.75,4.390108872068843,1.1666641777558842
576,5.76,4.31023717517796,1.0429278421915575
577,5.7700000000000005,4.220643348291091,0.9387919335186177
578,5.78,4.1216770183132905,0.8545886474032686
579,5.79,4.01371970094157,0.790318925087484
580,5.8,3.897183853580877,0.7456639206290518
581,5.8100000000000005,3.772511704350483,0.7200016967860895
582,5.82,3.640173766342907,0.7124285485700008
583,5.83,3.5006669599830667,0.7217842889598409
584,5.84,3.3545122858850775,0.7466807919460943
585,5.8500000000000005,3.202252014879739,0.7855330730778554
586,5.86,3.044446389463222,0.8365921950969629
587,5.87,2.8816698601681114,0.8979793132320651
588,5.88,2.7145069095443097,0.9677202177741016
589,5.89,2.5435475438124233,1.0437797866752774
590,5.9,2.369382556162599,1.1240958239012375
591,5.91,2.1925986846518586,1.2066118259499514
592,5.92,2.0137738005129613,1.2893082854348201
593,5.93,1.833472268580795,1.3702322035091425
594,5.94,1.6522406200174693,1.4475245394507805
595,5.95,1.4706036685445196,1.51944537400032
596,5.96,1.2890611853667153,1.5843966020079066
597,5.97,1.1080852256971816,1.640941999453921
598,5.98,0.9281181724293145,1.6878245306978745
599,5.99,0.7495715315032997,1.723980775389066
600,6.0,0.572825480553829,1.7485523629922222
601,6.01,0.3982291392888805,1.7608943089521467
602,6.0200000000000005,0.2261014985432626,1.760580153005727
603,6.03,0.05673291679525449,1.7474038099371294
604,6.04,-0.10961293033215443,1.7213780588537768
605,6.05,-0.2726967791758017,1.6827296211148823
606,6.0600000000000005,-0.432301327366006,1.6318908110477905
607,6.07,-0.5882287474392485,1.569487788463808
608,6.08,-0.7402983034981814,1.4963254978005487
609,6.09,-0.8883441970285709,1.4133694446290694
610,6.1000000000000005,-1.0322137486914262,1.321724534525873
611,6.11,-1.1717659981012736,1.2226112793384436
612,6.12,-1.3068707747028725,1.1173397583660438
613,6.13,-1.437408261521326,1.0072818030812043
614,6.140000000000001,-1.5632690415703523,0.8938419495347378
615,6.15,-1.6843545858787676,0.7784277682125977
616,6.16,-1.8005781141827917,0.662420232683301
617,6.17,-1.9118657359079019,0.5471448221188303
618,6.18,-2.0181577614446873,0.43384406554821364
619,6.19,-2.119410062889441,0.32365222520687786
620,6.2,-2.215595359962447,0.21757278127793941
621,6.21,-2.306704310901352,0.11645932050852945
622,6.22,-2.3927462994866535,0.021000347632561745
623,6.23,-2.4737498273067415,-0.06829156657242981
624,6.24,-2.549762443848252,-0.1510860101234603
625,6.25,-2.6208501746238126,-0.22723617442076638
626,6.26,-2.6870964377057343,-0.2967755116540712
627,6.2700000000000005,-2.7486004699575397,-0.35990974753385835
628,6.28,-2.8054753141381896,-0.4170045385592351
629,6.29,-2.857845445148519,-0.4685692010132363
630,6.3,-2.9058441364074956,-0.5152370624082979
631,6.3100000000000005,-2.9496106843499015,-0.5577430900140741
632,6.32,-2.989287619317123,-0.5968995310156758
633,6.33,-3.02501803404434,-0.6335703514245516
634,6.34,-3.0569431563279683,-0.6686452839402639
635,6.3500000000000005,-3.085200280517518,-0.7030142876854799
636,6.36,-3.1099211538675062,-0.7375431856026303
637,6.37,-3.1312308895431693,-0.7730511801297796
638,6.38,-3.1492474495583966,-0.810290857624719
639,6.390000000000001,-3.1640817097432654,-0.8499311810291945
640,6.4,-3.175838086754998,-0.892543843494399
641,6.41,-3.184615675978582,-0.9385932187991735
642,6.42,-3.190509820681271,-0.9884300034207057
643,6.43,-3.193614008609132,-1.04228850617141
644,6.44,-3.1940219737210773,-1.1002874102784908
645,6.45,-3.191829869003624,-1.1624337150361608
646,6.46,-3.187138371973082,-1.2286294643334126
647,6.47,-3.1800545878063335,-1.2986807911209053
648,6.48,-3.170693625867317,-1.3723087527792022
649,6.49,-3.159179743109475,-1.4491614037225389
650,6.5,-3.1456469714402706,-1.5288265485034345
651,6.51,-3.1302391743041658,-1.610844640041052
652,6.5200000000000005,-3.113109508889124,-1.6947213311208043
653,6.53,-3.0944193027348494,-1.7799392497659967
654,6.54,-3.0743363852977152,-1.8659686464421792
655,6.55,-3.053032944422301,-1.9522766487457806
656,6.5600000000000005,-3.0306830030363483,-2.03833495237499
657,6.57,-3.007459631309247,-2.123625870869266
658,6.58,-2.9835320228919477,-2.207646756139294
659,6.59,-2.9590625699607678,-2.2899128829524216
660,6.6000000000000005,-2.9342040703083314,-2.3699589597116626
661,6.61,-2.909097190784713,-2.447339482315743
662,6.62,-2.883868295540127,-2.5216281857977227
663,6.63,-2.8586277257012047,-2.592416868990509
664,6.640000000000001,-2.8334685906102672,-2.659313870835913
665,6.65,-2.808466101121408,-2.7219424642586363
666,6.66,-2.7836774444067034,-2.779939406723075
667,6.67,-2.759142169085837,-2.832953848320621
668,6.68,-2.734883021033173,-2.880646751642687
669,6.69,-2.710907145589626,-2.922690926219735
670,6.7,-2.687207552541621,-2.9587717274676626
671,6.71,-2.663764727249856,-2.988588419261886
672,6.72,-2.640548265470544,-3.0118561535028467
673,6.73,-2.617518411051818,-3.0283084818813553
674,6.74,-2.5946273847156394,-3.0377002863895415
675,6.75,-2.5718204080296045,-3.0398109971047007
676,6.76,-2.5490363485142877,-3.0344479587663957
677,6.7700000000000005,-2.5262079383538363,-3.021449811259383
678,6.78,-2.503261548840712,-3.000689762168713
679,6.79,-2.480116533763578,-2.972078650324711
680,6.8,-2.4566841856273296,-2.9355677254509267
681,6.8100000000000005,-2.4328663770795904,-2.8911510980912665
682,6.82,-2.408553984531948,-2.8388678432087766
683,6.83,-2.383625210246055,-2.77880376755734
684,6.84,-2.357943931943819,-2.711092872708742
685,6.8500000000000005,-2.331358214503482,-2.635918560461765
686,6.86,-2.3036991161390183,-2.5535146338115995
687,6.87,-2.2747799116836482,-2.4641661439210614
688,6.88,-2.24439583869774,-2.3682101215383677
689,6.890000000000001,-2.212324448991019,-2.2660362107182013
690,6.9,-2.1783266200389684,-2.1580871949012383
691,6.91,-2.142148249218666,-2.044859372400145
692,6.92,-2.103522620523646,-1.9269027026453442
693,6.93,-2.062173400273792,-1.8048206090332497
694,6.94,-2.0178181871442065,-1.679269291937133
695,6.95,-1.9701725143172397,-1.550956379404665
696,6.96,-1.9189541792301037,-1.4206387260694606
697,6.97,-1.8638877604699986,-1.2891191652210638
698,6.98,-1.8047091727219011,-1.1572420265943464
699,6.99,-1.741170109753262,-1.0258872543101725
700,7.0,-1.6730422322416358,-0.8959629957492498
701,7.01,-1.600120971396213,-0.7683965823102763
702,7.0200000000000005,-1.5222288399613417,-0.6441238854447991
703,7.03,-1.4392181681238814,-0.5240771036889539
704,7.04,-1.3509732115861386,-0.4091711155022619
705,7.05,-1.2574116109110007,-0.3002886148574513
706,7.0600000000000005,-1.158485213382275,-0.19826432757423165
707,7.07,-1.0541802992283593,-0.10386868202659455
708,7.08,-0.9445172814038953,-0.017791373781290823
709,7.09,-0.8295499706786004,0.05937468408649836
710,7.1000000000000005,-0.7093645142933762,0.12714849834470177
711,7.11,-0.5840781260124001,0.18517467917817138
712,7.12,-0.4538377275321024,0.23323513584020922
713,7.13,-0.31881861584182175,0.2712582805932903
714,7.140000000000001,-0.179223258640541,0.29932529044248685
715,7.15,-0.03528030108713042,0.31767305116041494
716,7.16,0.11275615684545703,0.32669350248599427
717,7.17,0.2646069808705249,0.32692921383921514
718,7.18,0.4199681189754433,0.3190651422612061
719,7.19,0.5785104423524606,0.30391665372108734
720,7.2,0.7398793673830053,0.282414020133996
721,7.21,0.903694340544826,0.25558373190884637
722,7.22,1.0695482884315703,0.2245270841441108
723,7.23,1.2370071492898196,0.1903965985825329
724,7.24,1.405609609671461,0.1543709285472339
725,7.25,1.5748671694551992,0.11762895651581408
726,7.26,1.7442646505281838,0.08132383090976869
727,7.2700000000000005,1.913261249194857,0.04655769834339747
728,7.28,2.0812922106721166,0.014357869427336845
729,7.29,2.247771176991271,-0.014344889101460777
730,7.3,2.412093228722491,-0.038735313836374276
731,7.3100000000000005,2.5736386078599414,-0.058129326809085724
732,7.32,2.731777075780994,-0.07198602309467171
733,7.33,2.8858728282756685,-0.07991567257440732
734,7.34,3.0352898610105865,-0.08168357922833998
735,7.3500000000000005,3.179397655045825,-0.07720977950025193
736,7.36,3.317577034494491,-0.06656469741960265
737,7.37,3.449226038090496,-0.049961002989311255
738,7.38,3.57376564389559,-0.027742036998108694
739,7.390000000000001,3.6906451917833873,-0.00036726567547526305
740,7.4,3.799347361393695,0.031604690927661355
741,7.41,3.8993925832357124,0.06753485473997924
742,7.42,3.9903427864283647,0.10672387304668682
743,7.43,4.07180441677132,0.1484325424084958
744,7.44,4.143430691770034,0.1919022391077752
745,7.45,4.204923093074021,0.2363746569775839
746,7.46,4.256032129667032,0.28111030775352097
747,7.47,4.296557435269989,0.3254053096561292
748,7.48,4.3263472891457715,0.3686060731178943
749,7.49,4.345297669449008,0.41012158444753344
750,7.5,4.353350961398858,0.4494330846883284
751,7.51,4.350494448216985,0.4861010379642131
752,7.5200000000000005,4.336758710745429,0.5197693774603784
753,7.53,4.312216052160967,0.5501671045104598
754,7.54,4.276979047883423,0.5771073942564354
755,7.55,4.231199298675495,0.6004844278380862
756,7.5600000000000005,4.175066438421795,0.6202682245683225
757,7.57,4.1088074187765,0.6364977872682936
758,7.58,4.032686062561887,0.6492728997540991
759,7.59,3.9470028483181867,0.6587449278813811
760,7.6000000000000005,3.8520948615325192,0.6651069755881402
761,7.61,3.748335825441265,0.6685837364705213
762,7.62,3.6361361072888494,0.6694213613167607
763,7.63,3.5159425855921924,0.6678776346130785
764,7.640000000000001,3.3882382609710486,0.6642127202648468
765,7.65,3.253541497700492,0.6586807005149996
766,7.66,3.112404795121557,0.651522093984406
767,7.67,2.965413006778058,0.6429575003514375
768,7.68,2.8131809496057048,0.6331824815760274
769,7.69,2.6563503743215082,0.6223637535800133
770,7.7,2.49558629972619,0.6106367284242605
771,7.71,2.3315727461532703,0.5981044154880975
772,7.72,2.165007934925289,0.5848376609322896
773,7.73,1.9965990496021757,0.5708766776146832
774,7.74,1.8270566793673753,0.5562337923328755
775,7.75,1.6570890836730865,0.5408973134794448
776,7.76,1.4873964291600705,0.5248363996613897
777,7.7700000000000005,1.3186651541687082,0.508006788432467
778,7.78,1.1515626125838276,0.4903572240695583
779,7.79,0.9867321374678095,0.47183640455681297
780,7.8,0.8247886465328513,0.45240025110798826
781,7.8100000000000005,0.666314886984645,0.4320192893463381
782,7.82,0.5118583879833672,0.4106859205268616
783,7.83,0.3619291565305921,0.38842135488863766
784,7.84,0.21699811879790473,0.36528197835697446
785,7.8500000000000005,0.07749627563564337,0.34136492931012286
786,7.86,-0.05618548992062849,0.31681267476671837
787,7.87,-0.1836960421872515,0.291816395678585
788,7.88,-0.3047231697781789,0.26661801924448153
789,7.890000000000001,-0.4189924349561659,0.24151077211630154
790,7.9,-0.5262658275520076,0.21683817143400952
791,7.91,-0.6263403549663765,0.1929914197248468
792,7.92,-0.7190466914058483,0.17040522331360827
793,7.930000000000001,-0.8042479939667028,0.14955211008411087
794,7.94,-0.881838971416943,0.13093537894135024
795,7.95,-0.9517452648447521,0.11508086764586249
796,7.96,-1.0139231693274888,0.10252777520744231
797,7.97,-1.0683596942077411,0.09381881713875846
798,7.98,-1.1150729283089609,0.08949002415571311
799,7.99,-1.1541126473328638,0.09006051526514298
800,8.0,-1.1855610754804304,0.09602258295589802
801,8.01,-1.2095336935324155,0.10783242034298131
802,8.02,-1.226179972409737,0.12590179722260045
803,8.03,-1.23568390542822,0.15059095443905565
804,8.040000000000001,-1.2382642144606533,0.18220293487340644
805,8.05,-1.2341741149701506,0.22097950662510465
806,8.06,-1.2237005418854647,0.2670987621545855
807,8.07,-1.207162761637915,0.3206743994679447
808,8.08,-1.1849103240923406,0.38175661149468787
809,8.09,-1.1573203400099237,0.4503344315666581
810,8.1,-1.1247941033042277,0.5263393103779327
811,8.11,-1.0877531108162102,0.6096496369083333
812,8.120000000000001,-1.0466345637660623,0.700095866122174
813,8.13,-1.0018864626768804,0.7974658828801015
814,8.14,-0.9539624298553012,0.9015102167890424
815,8.15,-0.9033164092040786,1.0119467281672776
816,8.16,-0.8503974013478339,1.1284644114490137
817,8.17,-0.7956443923124449,1.2507260086864862
818,8.18,-0.7394816262933603,1.3783691907649445
819,8.19,-0.6823143578077473,1.5110061449512038
820,8.2,-0.624525196600842,1.6482215009559116
821,8.21,-0.5664711312921212,1.7895686295369493
822,8.22,-0.508481286428715,1.9345644529581654
823,8.23,-0.45085543410403506,2.0826830101398786
824,8.24,-0.3938632474569699,2.2333481157875013
825,8.25,-0.3377442510590438,2.3859255370142796
826,8.26,-0.2827083941945445,2.5397151782596405
827,8.27,-0.22893714891507266,2.6939438115945844
828,8.28,-0.1765850167909701,2.8477589116429773
829,8.290000000000001,-0.12578131741326987,3.0002241502511664
830,8.3,-0.0766321284339774,3.1503170748351104
831,8.31,-0.02922225134145352,3.296929436432477
832,8.32,0.016382911121314056,3.4388705505901003
833,8.33,0.06013566176938048,3.574873969268058
834,8.34,0.10200457233777072,3.703607619010351
835,8.35,0.14197334829594638,3.8236874247407027
836,8.36,0.180040010442487,3.9336942954416587
837,8.370000000000001,0.2162163786934116,4.032194203883501
838,8.38,0.2505278150636698,4.117760953881012
839,8.39,0.283013157677005,4.1890011015394775
840,8.4,0.31372475728266597,4.244580387450658
841,8.41,0.3427285134839546,4.283250949951294
842,8.42,0.3701038006123586,4.303878529540115
843,8.43,0.39594317341989793,4.305468844380301
844,8.44,0.42035175057763396,4.287192318194399
845,8.45,0.44344618897944516,4.248406375087891
846,8.46,0.4653531832501396,4.188674579793727
847,8.47,0.48620745145727456,4.107781994017406
848,8.48,0.5061491983238395,4.005746236226501
849,8.49,0.5253210795021862,3.882823868532932
850,8.5,0.5438647228357609,3.739511884569624
851,8.51,0.5619168931174986,3.5765442301877273
852,8.52,0.5796054138494048,3.3948834478294643
853,8.53,0.5970449813013541,3.195707689015601
854,8.540000000000001,0.614333021423542,2.980393481300439
855,8.55,0.6315457479092971,2.7504947606766152
856,8.56,0.6487345793710722,2.50771878300829
857,8.57,0.6659230650690972,2.253899604961019
858,8.58,0.6831044522631645,1.9909698736373642
859,8.59,0.7002400048262205,1.7209316835991553
860,8.6,0.7172581534435813,1.4458272503909266
861,8.61,0.7340545240345191,1.1677101126138327
862,8.620000000000001,0.7504928547320024,0.8886175127811167
863,8.63,0.7664067747486554,0.6105445244039509
864,8.64,0.7816023826920562,0.335420393633173
865,8.65,0.7958615292527748,0.06508745352656917
866,8.66,0.8089456813839864,-0.19871714685410563
867,8.67,0.8206002235638501,-0.45437677223160844
868,8.68,0.8305590375739271,-0.7004076741632422
869,8.69,0.8385491961219792,-0.9354684923192271
870,8.700000000000001,0.8442956078215527,-1.1583670553908574
871,8.71,0.8475254612903982,-1.3680647221310132
872,8.72,0.8479723337759575,-1.5636785526578012
873,8.73,0.8453798536834647,-1.7444816292798782
874,8.74,0.8395048352506649,-1.909901854825782
875,8.75,0.830119835700144,-2.0595195459539655
876,8.76,0.8170151186566493,-2.193064111334709
877,8.77,0.8000000405326829,-2.3104100629037885
878,8.78,0.7789039070995498,-2.4115725561972265
879,8.790000000000001,0.7535763738653692,-2.496702597106532
880,8.8,0.7238874847202927,-2.5660819914412585
881,8.81,0.6897274574596352,-2.6201180545850935
882,8.82,0.6510063315322892,-2.659338045126486
883,8.83,0.6076535923961072,-2.6843832419806115
884,8.84,0.5596178783580905,-2.6960025518702193
885,8.85,0.5068668603407066,-2.695045514969385
886,8.86,0.4493873636579108,-2.6824545720204873
887,8.870000000000001,0.3871857749624841,-2.6592564663766542
888,8.88,0.3202887486643264,-2.626552678367961
889,8.89,0.24874419711326773,-2.5855088254818783
890,8.9,0.17262251955361652,-2.537343007718706
891,8.91,0.09201799811358917,-2.4833131302065405
892,8.92,0.007050266567110856,-2.4247032914388598
893,8.93,-0.08213425927093035,-2.3628093818573794
894,8.94,-0.1753611107787111,-2.298924090500121
895,8.950000000000001,-0.2724267793151594,-2.234321563855831
896,8.96,-0.3730981314101932,-2.170241998108915
897,8.97,-0.4771123325717551,-2.1078764713882228
898,8.98,-0.5841773663511963,-2.048352334898201
899,8.99,-0.6939732098285201,-1.992719480125592
900,9.0,-0.8061536966731974,-1.941937783687248
901,9.01,-0.9203490660593576,-1.8968660026044915
902,9.02,-1.036169161799563,-1.8582523523680066
903,9.03,-1.15320721301657,-1.8267269502276462
904,9.040000000000001,-1.271044097370174,-1.8027962493251768
905,9.05,-1.3892529620267753,-1.786839528533865
906,9.06,-1.5074040576914447,-1.7791074412781864
907,9.07,-1.625069628277296,-1.7797225672510009
908,9.08,-1.741828693931342,-1.7886818566889862
909,9.09,-1.8572715684966812,-1.8058608102062506
910,9.1,-1.9710039639351142,-1.831019200112002
911,9.11,-2.082650553176449,-1.8638081130316853
912,9.120000000000001,-2.191857888293774,-1.903778079215586
913,9.13,-2.2982966014563897,-1.9503880511549385
914,9.14,-2.4016628501241124,-2.0030150023469533
915,9.15,-2.501679003564752,-2.0609639349417543
916,9.16,-2.59809360305724,-2.1234781107161624
917,9.17,-2.69068066116331,-2.1897493510922574
918,9.18,-2.779238394417001,-2.258928286232678
919,9.19,-2.863587507130773,-2.3301344679809453
920,9.200000000000001,-2.9435691605059757,-2.402466294023902
921,9.21,-3.0190427700102167,-2.475010718813682
922,9.22,-3.0898837746286447,-2.5468527485530497
923,9.23,-3.155981514156022,-2.617084731471242
924,9.24,-3.2172373356752106,-2.684815459835205
925,9.25,-3.2735630286983803,-2.7491790964314013
926,9.26,-3.324879661438727,-2.8093439260482493
927,9.27,-3.3711168599418855,-2.8645209128483606
928,9.28,-3.412212539156057,-2.9139720190645337
929,9.290000000000001,-3.4481130623805307,-2.957018211266265
930,9.3,-3.478773774821314,-2.99304704993795
931,9.31,-3.5041598300020933,-3.0215197288793454
932,9.32,-3.524247206112813,-3.041977405592644
933,9.33,-3.539023794301821,-3.0540466448174555
934,9.34,-3.5484904333236993,-3.0574437868636823
935,9.35,-3.552661765303639,-3.0519780520681685
936,9.36,-3.551566795670279,-3.037553203688282
937,9.370000000000001,-3.5452490560826098,-3.014167614311881
938,9.38,-3.5337662915388495,-2.9819126151708835
939,9.39,-3.517189620529313,-2.9409690526452437
940,9.4,-3.495602148494057,-2.891602030107305
941,9.41,-3.4690970481627454,-2.834153873850982
942,9.42,-3.4377751536654237,-2.7690354264492916
943,9.43,-3.40174214667883,-2.696715836407017
944,9.44,-3.361105440487529,-2.617711076151106
945,9.450000000000001,-3.3159708900743987,-2.5325714779434976
946,9.46,-3.2664394718941363,-2.4418686260885187
947,9.47,-3.2126040848855344,-2.346181981058012
948,9.48,-3.154546624033661,-2.2460856345872178
949,9.49,-3.0923354693512968,-2.142135602748148
950,9.5,-3.026023516923802,-2.034858055560303
951,9.51,-2.955646855506297,-1.9247388567188977
952,9.52,-2.881224163322481,-1.8122147461896663
953,9.53,-2.802756866757518,-1.6976664432079902
954,9.540000000000001,-2.7202300673627144,-1.5814138798258424
955,9.55,-2.6336142079268803,-1.4637136983913348
956,9.56,-2.5428674142686916,-1.344759063526388
957,9.57,-2.4479384187260025,-1.2246817539130679
958,9.58,-2.348769945726304,-1.1035564152750321
959,9.59,-2.2453024206909813,-0.9814067770661263
960,9.6,-2.137477851860791,-0.8582135650397378
961,9.61,-2.025243731011471,-0.7339237831487763
962,9.620000000000001,-1.9085568035803842,-0.608460993637008
963,9.63,-1.7873865711069943,-0.48173619556476033
964,9.64,-1.6617184083182281,-0.35365889043321724
965,9.65,-1.5315562024825824,-0.22414792928145658
966,9.66,-1.396924452303253,-0.09314175805733774
967,9.67,-1.2578697958670082,0.03939228414955382
968,9.68,-1.1144619701176828,0.17344990834121077
969,9.69,-0.9667942360544403,0.3089832929181424
970,9.700000000000001,-0.8149833325179908,0.44589613842024184
971,9.71,-0.6591690453607997,0.584040449690166
972,9.72,-0.49951349661967887,0.723215061466878
973,9.73,-0.3362002690012915,0.8631658522786733
974,9.74,-0.16943348395404956,1.003587526424687
975,9.75,0.0005630533112672087,1.144126787635497
976,9.76,0.1735465409554955,1.2843866829853132
977,9.77,0.34925561815876005,1.4239318634619467
978,9.78,0.5274104965195121,1.562294489262375
979,9.790000000000001,0.7077127574423114,1.6989805036232826
980,9.8,0.8898448191209779,1.8334760083536514
981,9.81,1.073469108563266,1.965253496077956
982,9.82,1.258227004474234,2.093777726802616
983,9.83,1.4437376438524445,2.2185110775849797
984,9.84,1.6295967071709831,2.338918241265103
985,9.85,1.8153753126079666,2.4544702006664076
986,9.86,2.0006191579129498,2.564647455582391
987,9.870000000000001,2.1848480485235253,2.6689425285437687
988,9.88,2.3675559423171415,2.766861819343919
989,9.89,2.5482116252052616,2.8579269154914564
990,9.9,2.7262601084147486,2.941675494516585
991,9.91,2.9011248089339654,3.0176619732691647
992,9.92,3.0722105407566844,3.0854580684617656
993,9.93,3.2389073080282733,3.1446534317493344
994,9.94,3.4005948539416746,3.1948565121585704
995,9.950000000000001,3.5566478832555477,3.2356957797284256
996,9.96,3.706441843563907,3.2668214182448536
997,9.97,3.849359122716639,3.2879075636951933
998,9.98,3.9847954985843677,3.298655130464879
999,9.99,4.112166663834756,3.298795231353079
1000,10.0,4.23091464327531,3.288093162144896
1001,10.01,4.340513924892782,3.2663528885357995
1002,10.02,4.440477137776423,3.2334219441929033
1003,10.03,4.530360129980836,3.1891966248609194
1004,10.040000000000001,4.609766325965673,3.1336273454996415
1005,10.05,4.678350275079895,3.0667240158891285
1006,10.06,4.735820337891444,2.98856128496828
1007,10.07,4.781940494069452,2.899283505014371
1008,10.08,4.816531292001192,2.799109272931225
1009,10.09,4.839469994405631,2.688335416440817
1010,10.1,4.85069000407477,2.567340306743562
1011,10.11,4.850179677971277,2.436586395021461
1012,10.120000000000001,4.837980655014366,2.2966218868140786
1013,10.13,4.814185832182366,2.1480814847103247
1014,10.14,4.778937124690225,1.991686145060914
1015,10.15,4.732423139075507,1.828241807862352
1016,10.16,4.6748768736238215,1.6586370702168034
1017,10.17,4.6065735396895,1.483839782763932
1018,10.18,4.527828571495245,1.3048925554476303
1019,10.19,4.438995862590268,1.1229071644372846
1020,10.200000000000001,4.340466236167221,0.9390578567157026
1021,10.21,4.232666125825654,0.7545735536834719
1022,10.22,4.116056415036623,0.5707289611055265
1023,10.23,3.9911313592829187,0.3888346008275251
1024,10.24,3.858417496152553,0.21022579080832968
1025,10.25,3.7184724367484256,0.036250614857009554
1026,10.26,3.571883427440827,-0.1317430575263991
1027,10.27,3.4192655745799634,-0.2924214175061629
1028,10.28,3.2612596361797994,-0.4444793184146731
1029,10.290000000000001,3.0985293031967402,-0.5866554905912419
1030,10.3,2.931757917838787,-0.7177481945613392
1031,10.31,2.7616446059612714,-0.8366311033130761
1032,10.32,2.5888998333483406,-0.9422691707436847
1033,10.33,2.4142404296603206,-1.0337342120672155
1034,10.34,2.2383841570715926,-1.1102198950411044
1035,10.35,2.0620439311799084,-1.171055820227174
1036,10.36,1.885921827820122,-1.215720355977253
1037,10.370000000000001,1.7107030293869485,-1.2438518910167988
1038,10.38,1.5370498769186112,-1.2552581756426233
1039,10.39,1.3655961986754854,-1.2499234424697387
1040,10.4,1.1969420818793868,-1.228013029666784
1041,10.41,1.0316492417512622,-1.1898752734636455
1042,10.42,0.8702371215642016,-1.1360404915783033
1043,10.43,0.7131798301251269,-1.0672169437090855
1044,10.44,0.5609039903114871,-0.9842837274688032
1045,10.450000000000001,0.41378753572820615,-0.8882806457445029
1046,10.46,0.27215945413993403,-0.7803951617450514
1047,10.47,0.13630043810564813,-0.6619466380095699
1048,10.48,0.006444367221412422,-0.5343681323559171
1049,10.49,-0.11721948553461163,-0.399186094157279
1050,10.5,-0.23454365698821758,-0.25799836564204776
1051,10.51,-0.3454192591110302,-0.11245094263816004
1052,10.52,-0.44977247004510634,0.035786014703814824
1053,10.53,-0.5475609166490887,0.18504240965646743
1054,10.540000000000001,-0.6387701081049775,0.3336721585124745
1055,10.55,-0.7234100656721162,0.48007635649072133
1056,10.56,-0.8015122719818828,0.622725181135047
1057,10.57,-0.8731270356457697,0.7601780956150739
1058,10.58,-0.9383213350390989,0.8911019683152729
1059,10.59,-0.9971771707920657,1.0142867895604597
1060,10.6,-1.0497904217630003,1.1286587386047104
1061,10.61,-1.096270166089918,1.2332904311653146
1062,10.620000000000001,-1.136738399215685,1.3274082567446395
1063,10.63,-1.1713300562468925,1.4103967927022443
1064,10.64,-1.2001932280154806,1.4818003556350068
1065,10.65,-1.2234894497565814,1.5413218175141001
1066,10.66,-1.2413939389436803,1.5888188720525829
1067,10.67,-1.2540956646066113,1.6242979842867264
1068,10.68,-1.2617971439944937,1.647906292274856
1069,10.69,-1.2647138828763163,1.65992175368563
1070,10.700000000000001,-1.2630734018338805,1.660741842007755
1071,10.71,-1.2571138210022104,1.6508710978844852
1072,10.72,-1.2470820080194236,1.6309078318892374
1073,10.73,-1.233231326497255,1.6015302575640669
1074,10.74,-1.2158190531317619,1.5634823097004769
1075,10.75,-1.1951035587541916,1.517559374795373
1076,10.76,-1.1713413704932232,1.4645941305575463
1077,10.77,-1.1447842474037548,1.405442661383578
1078,10.78,-1.1156764094202978,1.3409709887725885
1079,10.790000000000001,-1.0842520587633628,1.2720421312977792
1080,10.8,-1.0507333238897882,1.1995037891885187
1081,10.81,-1.0153287391391366,1.1241767345253646
1082,10.82,-0.9782323492551653,1.046843979742578
1083,10.83,-0.9396234982330719,0.9682407943031585
1084,10.84,-0.8996673280796148,0.8890456413293969
1085,10.85,-0.8585159769431621,0.8098721114996491
1086,10.86,-0.8163104296863294,0.7312619391990552
1087,10.870000000000001,-0.7731829393761934,0.6536791940584092
1088,10.88,-0.72925990730959,0.5775057478501809
1089,10.89,-0.6846650838286671,0.5030381204745266
1090,10.9,-0.6395229337699871,0.43048580784734064
1091,10.91,-0.593962000001702,0.35997118754315005
1092,10.92,-0.5481180967655749,0.29153108405401806
1093,10.93,-0.5021371716000612,0.22512005394562287
1094,10.94,-0.4561776901328388,0.16061542195843678
1095,10.950000000000001,-0.41041242117891324,0.0978240626646341
1096,10.96,-0.36502952911971964,0.03649087960651917
1097,10.97,-0.32023291486784433,-0.023691113664243243
1098,10.98,-0.27624178397224564,-0.0830692567261586
1099,10.99,-0.23328945855909658,-0.14201844703518662
