,r,g_bcc,g_hcp
207,2.07,-1.2567864882578328,-1.092385208910782
208,2.08,-1.2622809327869382,-1.099477879924766
209,2.09,-1.267716455542042,-1.1069300624059757
210,2.1,-1.2731283057023997,-1.11462315639322
211,2.11,-1.2785528323907698,-1.1224222034201647
212,2.12,-1.2840253451179118,-1.1301834424473958
213,2.13,-1.2895780214755168,-1.1377625316443005
214,2.14,-1.295237978029949,-1.1450229722342433
215,2.15,-1.301025609996751,-1.151844249018416
216,2.16,-1.306953288716969,-1.158129208158017
217,2.17,-1.3130244841532548,-1.1638102265898493
218,2.18,-1.3192333538177723,-1.1688537877556933
219,2.19,-1.3255648112038496,-1.173263162268645
220,2.2,-1.3319950575314268,-1.1770789954253356
221,2.21,-1.3384925320955994,-1.180377720596508
222,2.22,-1.3450192103476422,-1.1832678420607217
223,2.23,-1.3515321565222407,-1.1858842557792582
224,2.24,-1.3579852204178462,-1.1883808947448504
225,2.25,-1.364330756813041,-1.190922089888142
226,2.2600000000000002,-1.3705212415910473,-1.1936731217291203
227,2.27,-1.3765106611999245,-1.1967904966508023
228,2.2800000000000002,-1.38225556146159,-1.2004125108157968
229,2.29,-1.3877156574443616,-1.2046506619057957
230,2.3000000000000003,-1.3928539272717242,-1.2095824333801373
231,2.31,-1.3976361382016576,-1.2152459090244767
232,2.32,-1.4020297816993885,-1.2216365802390106
233,2.33,-1.40600242402212,-1.228706589560226
234,2.34,-1.4095195084636238,-1.2363665175751621
235,2.35,-1.4125416733330478,-1.2444896741021514
236,2.36,-1.415021674554551,-1.252918706488522
237,2.37,-1.4169010222656002,-1.261474196659356
238,2.38,-1.4181064560260013,-1.2699647925411677
239,2.39,-1.418546392611248,-1.2781983164470938
240,2.4,-1.4181074835866456,-1.285993219615732
241,2.41,-1.416651417034158,-1.2931897135012227
242,2.42,-1.4140120893669335,-1.2996599079187479
243,2.43,-1.40999325985967,-1.305316324954656
244,2.44,-1.404366783343545,-1.310118234610932
245,2.45,-1.3968714966439824,-1.3140753701724304
246,2.46,-1.3872128130643593,-1.3172487228244543
247,2.47,-1.3750630578428193,-1.319748278768393
248,2.48,-1.360062557267807,-1.32172773909734
249,2.49,-1.3418214761143585,-1.3233764430221346
250,2.5,-1.3199223831184357,-1.3249088881402267
251,2.5100000000000002,-1.2939235129208497,-1.3265523967958424
252,2.52,-1.2633626855472497,-1.328533605294949
253,2.5300000000000002,-1.2277618409716435,-1.331064544130998
254,2.54,-1.1866321462330274,-1.3343291255231602
255,2.5500000000000003,-1.139479635230162,-1.3384708547665505
256,2.56,-1.0858113457479177,-1.343582532024773
257,2.57,-1.0251419233241736,-1.3496986119517214
258,2.58,-0.9570006660008779,-1.3567907434977167
259,2.59,-0.8809389865581377,-1.3647668278382048
260,2.6,-0.7965382683339542,-1.3734737175474379
261,2.61,-0.7034180861923586,-1.3827034461058152
262,2.62,-0.6012447548942381,-1.3922026364297053
263,2.63,-0.48974015266199694,-1.4016845042299428
264,2.64,-0.3686907481187078,-1.4108426608328428
265,2.65,-0.23795673445567045,-1.4193657443667642
266,2.66,-0.09748114650017203,-1.4269517804186145
267,2.67,0.05270119441398291,-1.4333211039009384
268,2.68,0.21245509459878445,-1.4382266707836158
269,2.69,0.3815369787862567,-1.4414606561555414
270,2.7,0.5595877028374565,-1.4428563747770575
271,2.71,0.7461264561698063,-1.4422847689746414
272,2.72,0.9405460367750571,-1.4396449796066646
273,2.73,1.1421097874411024,-1.4348488383219498
274,2.74,1.3499504765160908,-1.427799479470646
275,2.75,1.5630713890098014,-1.4183646509937702
276,2.7600000000000002,1.7803498632753154,-1.4063456864807966
277,2.77,2.000543464805065,-1.3914434651618435
278,2.7800000000000002,2.222298932299912,-1.3732230124337033
279,2.79,2.444163963276302,-1.3510786608994843
280,2.8000000000000003,2.664601828853693,-1.3242018829101028
281,2.81,2.882008722392789,-1.2915540050905006
282,2.82,3.0947336572232262,-1.251846011846249
283,2.83,3.3011006380924957,-1.203527531332625
284,2.84,3.4994327427313654,-1.1447868717712588
285,2.85,3.688077667715536,-1.0735636415899623
286,2.86,3.86543422019934,-0.9875750523337058
287,2.87,4.029979177467018,-0.8843564826003717
288,2.88,4.180293892561494,-0.7613162931767784
289,2.89,4.315089998940375,-0.61580425102646
290,2.9,4.433233561937808,-0.44519226900398734
291,2.91,4.533767040776079,-0.24696552749970077
292,2.92,4.615928462138311,-0.018821442946515013
293,2.93,4.679167264190082,0.24122658484646053
294,2.94,4.723156346882189,0.534744152056599
295,2.95,4.747799958042311,0.8627733803113733
296,2.96,4.753237152124513,1.225736998064839
297,2.97,4.739840675901645,1.6233530000806928
298,2.98,4.708211258789337,2.05456377317977
299,2.99,4.659167410549185,2.5174832743117417
300,3.0,4.593730951418167,3.0093653862473952
301,3.0100000000000002,4.513108614942796,3.5265959691833673
302,3.02,4.418670167939375,4.064710392420464
303,3.0300000000000002,4.311923581492915,4.618437494181647
304,3.04,4.194487858788653,5.181770009851336
305,3.0500000000000003,4.0680641776068445,5.748060563648886
306,3.06,3.9344060360782085,6.310141372745042
307,3.0700000000000003,3.7952890992234343,6.860464903856384
308,3.08,3.6524814311800244,7.391261887587005
309,3.09,3.507714764977671,7.894712370211774
310,3.1,3.3626574101484197,8.363124897459233
311,3.11,3.2188893308970905,8.789118506267108
312,3.12,3.077879847089442,9.165801968230616
313,3.13,2.940968320396128,9.48694469505569
314,3.14,2.8093480922301595,9.747133886380478
315,3.15,2.684053842349229,9.941912870260063
316,3.16,2.565952440756003,10.067896144710641
317,3.17,2.4557372741383294,10.122857355549028
318,3.18,2.3539259444565728,10.105787314943306
319,3.19,2.260861163796232,10.016920144302656
320,3.2,2.1767146080504625,9.857726677481741
321,3.21,2.10149344352197,9.630875345794331
322,3.22,2.0350492056206817,9.340161843655318
323,3.23,1.9770886873273439,8.990409901751876
324,3.24,1.927186486252633,8.587346434467856
325,3.25,1.8847988616980265,8.137455144489337
326,3.2600000000000002,1.849278565465835,7.647813329859646
327,3.27,1.8198903303307405,7.125917123339631
328,3.2800000000000002,1.7958267259727556,6.579500684186853
329,3.29,1.7762241216472163,6.0163549497680515
330,3.3000000000000003,1.760178525886411,5.4441514383769745
331,3.31,1.7467611042441762,4.87027628302873
332,3.3200000000000003,1.7350332049557073,4.301679184380527
333,3.33,1.7240607481975911,3.7447413218243466
334,3.34,1.7129278566110062,3.2051654837032983
335,3.35,1.700749622529582,2.68789080367703
336,3.36,1.6866839209799291,2.1970335568499064
337,3.37,1.669942187420341,1.7358545143223991
338,3.38,1.6497990860919223,1.306752416238023
339,3.39,1.6256009997565641,0.9112822374371773
340,3.4,1.596773275618965,0.5501961196108485
341,3.41,1.5628261665591903,0.22350415800087228
342,3.42,1.5233594125788146,-0.06944831774647131
343,3.43,1.4780654155911541,-0.3298907234051707
344,3.44,1.4267309721514063,-0.559528446320567
345,3.45,1.3692375439295656,-0.7604393683010371
346,3.46,1.305560064854802,-0.9349696390333216
347,3.47,1.2357643067311315,-1.0856324070894947
348,3.48,1.16000285121928,-1.2150128360579104
349,3.49,1.078509744553518,-1.3256822432324817
350,3.5,0.9915939410937293,-1.4201236237317174
351,3.5100000000000002,0.8996316714701771,-1.500670192535782
352,3.52,0.8030578992003443,-1.569457920546917
353,3.5300000000000002,0.7023570547432023,-1.6283923880135711
354,3.54,0.5980532565620864,-1.679129657598586
355,3.5500000000000003,0.49070024359695524,-1.7230703053623058
356,3.56,0.3808712515393257,-1.761365262531593
357,3.5700000000000003,0.26914906570459657,-1.79493173107633
358,3.58,0.1561164757167003,-1.8244771535511
359,3.59,0.042347341666735754,-1.8505290485891537
360,3.6,-0.07160154170115497,-1.8734684684881995
361,3.61,-0.18519762607049894,-1.8935648897722643
362,3.62,-0.2979387145997352,-1.9110105018212444
363,3.63,-0.40935790911563147,-1.9259520987824583
364,3.64,-0.5190273594694107,-1.9385190888065924
365,3.65,-0.6265608174088649,-1.9488464925969733
366,3.66,-0.7316150382559637,-1.9570921894233746
367,3.67,-0.8338901113743762,-1.963448061994409
368,3.68,-0.9331288331824522,-1.9681450715890758
369,3.69,-1.029115262882478,-1.9714526430875114
370,3.7,-1.1216726200318932,-1.9736730401081477
371,3.71,-1.2106606938602984,-1.9751316507477328
372,3.72,-1.2959729365471644,-1.9761642756063893
373,3.73,-1.3775334066704261,-1.9771026070867534
374,3.74,-1.4552937152980314,-1.9782591117125312
375,3.75,-1.5292301067034406,-1.9799124786917852
376,3.7600000000000002,-1.5993407797641284,-1.9822946850202599
377,3.77,-1.6656435263384712,-1.9855805600150476
378,3.7800000000000002,-1.7281737310773237,-1.9898805226308784
379,3.79,-1.7869827450566276,-1.995236927230563
380,3.8000000000000003,-1.8421366151357392,-2.001624202481128
381,3.81,-1.893715123745555,-2.008952718560409
382,3.8200000000000003,-1.9418110713633427,-2.017076083933197
383,3.83,-1.9865297174090029,-2.025801367136567
384,3.84,-2.027988285507417,-2.0349015717312025
385,3.85,-2.0663154364046257,-2.044129571671563
386,3.86,-2.1016506162775657,-2.0532326447588845
387,3.87,-2.1341431992946633,-2.0619667254491505
388,3.88,-2.163951360234647,-2.0701095339415403
389,3.89,-2.1912406345828597,-2.077471822171327
390,3.9,-2.2161821483611215,-2.08390610255754
391,3.91,-2.2389505263912985,-2.0893123835326843
392,3.92,-2.259721514042713,-2.093640616923981
393,3.93,-2.2786693720843574,-2.096889755183336
394,3.94,-2.295964125485166,-2.0991035100442503
395,3.95,-2.311768763518051,-2.1003630875640056
396,3.96,-2.326236499252138,-2.100777337801839
397,3.97,-2.3395082007391568,-2.1004708921817805
398,3.98,-2.351710103583494,-2.099570961380136
399,3.99,-2.3629519052113905,-2.0981935270377217
400,4.0,-2.3733253255110633,-2.0964296797511293
401,4.01,-2.3829031974673893,-2.094332834044752
402,4.0200000000000005,-2.3917391261555636,-2.091907491030683
403,4.03,-2.3998677264383534,-2.089100125923823
404,4.04,-2.4073054205548234,-2.0857926568850753
405,4.05,-2.414051748196117,-2.081798811476563
406,4.0600000000000005,-2.4200911153157496,-2.076863555778854
407,4.07,-2.425394885377728,-2.0706655976696022
408,4.08,-2.4299236993537505,-2.062822828395372
409,4.09,-2.433629899598185,-2.052900433175053
410,4.1,-2.4364599284601756,-2.040421288816221
411,4.11,-2.4383565754442578,-2.024878179394196
412,4.12,-2.439260956797313,-2.0057473034076905
413,4.13,-2.4391141280630646,-1.982502519097792
414,4.14,-2.4378582525060173,-1.954629778528999
415,4.15,-2.435437275133376,-1.921641233516039
416,4.16,-2.431797081842663,-1.8830885538657645
417,4.17,-2.426885154323653,-1.83857507568933
418,4.18,-2.4206497619933427,-1.7877664887497553
419,4.19,-2.4130387607071295,-1.7303998703890826
420,4.2,-2.403998092651059,-1.666290972819242
421,4.21,-2.3934701012713493,-1.595339764019237
422,4.22,-2.3813917882216615,-1.5175343043782514
423,4.23,-2.3676931453439214,-1.432953106785997
424,4.24,-2.3522956932814822,-1.3417661736066446
425,4.25,-2.335111349510954,-1.2442349278623195
426,4.26,-2.316041732844592,-1.140711257547032
427,4.2700000000000005,-2.2949779896629474,-1.031635872408623
428,4.28,-2.271801200492789,-0.9175361343572835
429,4.29,-2.246383395526238,-0.7990234697418763
430,4.3,-2.2185891759505614,-0.6767904089444704
431,4.3100000000000005,-2.1882779062845428,-0.5516072316219317
432,4.32,-2.155306413051264,-0.42431813032395016
433,4.33,-2.119532098706296,-0.2958367469150452
434,4.34,-2.0808163582331796,-0.1671408905424919
435,4.3500000000000005,-2.039028170380793,-0.039266217332137456
436,4.36,-1.9940477269684829,0.08670135604131336
437,4.37,-1.9457699624493274,0.20963471821951057
438,4.38,-1.894107852007519,0.3283762840905875
439,4.39,-1.8389953594639725,0.44175048659514465
440,4.4,-1.7803899353747301,0.5485780757846869
441,4.41,-1.7182744897842952,0.6476921663776116
442,4.42,-1.6526587917179751,0.7379558693313971
443,4.43,-1.5835802770451002,0.8182812326283048
444,4.44,-1.5111042760993936,0.8876491081100915
445,4.45,-1.435323700682091,0.9451294615236009
446,4.46,-1.356358255174512,0.9899015584604534
447,4.47,-1.2743532570176026,1.021273395487332
448,4.48,-1.1894781666196208,1.0386997083971041
449,4.49,-1.101924935013528,1.0417978818177736
450,4.5,-1.0119062788756663,1.0303611085334368
451,4.51,-0.919653986822604,1.004368203265016
452,4.5200000000000005,-0.8254173486233626,0.9639895630586669
453,4.53,-0.7294617808897644,0.9095888818627609
454,4.54,-0.6320677000734324,0.8417203657898819
455,4.55,-0.5335296676177167,0.7611213520472294
456,4.5600000000000005,-0.43415580449716296,0.6687004015983646
457,4.57,-0.33426744483941295,0.5655211055992538
458,4.58,-0.23419897258163233,0.45278201052380124
459,4.59,-0.13429776278530167,0.33179321875117546
460,4.6000000000000005,-0.034924131747622544,0.20395035283892435
461,4.61,0.0635488114429965,0.07070667626929977
462,4.62,0.16073552394774948,-0.06645576409850294
463,4.63,0.25623870832468554,-0.2060550720071533
464,4.64,0.3496504115478687,-0.3466376114955954
465,4.65,0.44055362712998286,-0.4868044306386321
466,4.66,0.5285244610807575,-0.6252352128662912
467,4.67,0.613134895147926,-0.7607090772530154
468,4.68,0.6939561501822721,-0.8921216845668853
469,4.69,0.7705626202177651,-1.0184982623732364
470,4.7,0.8425363157478748,-1.1390023326478633
471,4.71,0.9094717245075165,-1.2529401010998682
472,4.72,0.9709809715434978,-1.3597606404466713
473,4.73,1.0266991389940494,-1.459052162144799
474,4.74,1.076289591044499,-1.550534815095879
475,4.75,1.1194491418803378,-1.6340505691428082
476,4.76,1.155912904621613,-1.7095508305790286
477,4.7700000000000005,1.1854586672675453,-1.7770824928042912
478,4.78,1.2079106572483345,-1.8367731457859489
479,4.79,1.2231425784995724,-1.888816153037015
480,4.8,1.231079832899529,-1.9334562560913124
481,4.8100000000000005,1.2317008699890586,-1.970976287301125
482,4.82,1.225037643449256,-2.001685467035442
483,4.83,1.2111751880312815,-2.0259096370514023
484,4.84,1.1902503646718015,-2.0439836448565094
485,4.8500000000000005,1.1624498526129485,-2.056245951688026
486,4.86,1.1280074938737878,-2.0630353968374493
487,4.87,1.0872011160461286,-2.064689920696094
488,4.88,1.040348973099249,-2.061546934703157
489,4.89,0.987805950052722,-2.053944933977756
490,4.9,0.9299596758127471,-2.0422258822032893
491,4.91,0.8672266793956651,-2.0267378612493405
492,4.92,0.8000487088292313,-2.007837471434555
493,4.93,0.728889310252291,-1.985891492013353
494,4.94,0.6542307384690601,-1.9612773636043466
495,4.95,0.5765712410376893,-1.9343821316242629
496,4.96,0.4964227276154435,-1.9055995878629732
497,4.97,0.41430880652542074,-1.8753254606668197
498,4.98,0.33076314308056237,-1.8439506266461465
499,4.99,0.24632807067716425,-1.8118524419017565
500,5.0,0.16155336738894693,-1.7793844119851427
501,5.01,0.07699509877480433,-1.746864531011271
502,5.0200000000000005,-0.006785577493998685,-1.7145627160118417
503,5.03,-0.08922374753930454,-1.6826878381364843
504,5.04,-0.16975231105684216,-1.6513749041787977
505,5.05,-0.24780386292839104,-1.6206729678823946
506,5.0600000000000005,-0.32281294382082215,-1.590534349662788
507,5.07,-0.39421869199119075,-1.560805716193825
508,5.08,-0.46146790096343804,-1.5312215194510437
509,5.09,-0.5240184592408005,-1.5014002211125126
510,5.1000000000000005,-0.5813431204915736,-1.4708436364722877
511,5.11,-0.6329335273701316,-1.438939626721016
512,5.12,-0.6783043908409504,-1.4049682545484923
513,5.13,-0.7169977108574486,-1.3681114006641633
514,5.14,-0.7485869144968742,-1.3274657230676654
515,5.15,-0.7726807847866073,-1.2820587314459655
516,5.16,-0.7889270576923361,-1.230867650078293
517,5.17,-0.79701557587363,-1.1728406575027435
518,5.18,-0.7966809052415146,-1.1069200224753684
519,5.19,-0.7877043430990022,-1.0320666050231873
520,5.2,-0.7699152734180286,-0.9472851592850001
521,5.21,-0.7431918540739527,-0.851649861054892
522,5.22,-0.7074610509396246,-0.7443294863709207
523,5.23,-0.6626980628990016,-0.6246116863099882
524,5.24,-0.6089252083866407,-0.49192583501936715
525,5.25,-0.5462103664504272,-0.3458639702611872
526,5.26,-0.4746650822625455,-0.18619939555843473
527,5.2700000000000005,-0.3944424574717884,-0.012902567657771013
528,5.28,-0.3057349491739218,0.17384605005035905
529,5.29,-0.20877219735948066,0.37364643042205076
530,5.3,-0.10381898968672355,0.5858729284045889
531,5.3100000000000005,0.008826545059318812,0.8096718833924322
532,5.32,0.1288344464244247,1.0439629815818794
533,5.33,0.25584409338143843,1.2874444346761449
534,5.34,0.38946502549237677,1.53860198651219
535,5.3500000000000005,0.5292774331251388,1.79572171578914
536,5.36,0.6748323653411262,2.0569065598580214
537,5.37,0.8256517310144746,2.3200964401741055
538,5.38,0.9812281913969941,2.583091823279596
539,5.39,1.1410250593317666,2.843580501076421
540,5.4,1.3044763305822649,3.0991673200516416
541,5.41,1.4709869755980516,3.3474065309241574
542,5.42,1.639933615213474,3.5858363683775347
